age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
38,0,2290,6496,5,0,1,0,2,0
54,0,7350000,5400,5,1,0,0,0,0
38,0,12166,5843,16,0,2,0,0,0
49,0,29650000,5400,12,0,2,0,0,0
81,0,1180000,5400,4,0,0,0,0,0
55,0,49680,2000,9,0,4,0,0,0
41,0,2850,33333,9,0,4,0,2,0
28,0,1704,6000,10,0,0,1,0,0
29,4,9902,2247,7,0,2,2,2,1
58,0,6148,3800,6,0,1,0,0,0
63,0,9001,930,16,0,0,0,0,0
25,0,26009,400,8,0,0,0,0,0
45,0,1713,10950,13,0,1,0,4,0
35,0,1167,4342,3,0,0,0,0,0
49,1,1828,10257,9,0,2,0,3,1
57,0,15370000,5400,4,0,1,0,0,0
45,1,1873,5533,11,0,1,0,1,0
67,0,5691,5711,16,0,1,0,0,0
63,1,4955,23018,18,0,4,0,2,0
54,1,43690000,5400,16,0,2,0,0,1
64,0,6604,15530,10,0,3,0,0,0
73,0,0,1340,3,0,0,0,0,0
49,0,2816,6879,5,0,1,0,0,0
54,0,3198,13490,16,0,2,0,1,0
63,0,4772,4299,5,0,2,0,1,0
58,0,2168,19800,5,0,1,0,0,0
26,0,348,2900,3,5,0,0,0,0
68,1,1901,4500,13,0,0,0,0,0
69,0,2637,9353,9,0,1,0,1,0
42,0,3624,5500,5,0,1,0,3,0
57,0,2358,9227,5,0,1,0,1,0
59,0,31920000,5400,9,0,2,0,0,0
54,0,994,8030,8,0,1,0,0,0
52,0,2732,8163,5,0,2,0,0,0
57,0,9468,4213,18,0,1,0,0,0
55,0,3920,7975,10,0,2,0,2,0
31,0,2479,2120,4,0,1,1,1,0
55,2,4000,5699,7,0,1,0,0,0
34,0,2007,2171,2,0,0,0,2,0
30,0,1273,4600,3,0,0,0,1,0
68,0,133,2762,3,0,0,0,0,0
42,0,2231,7000,5,0,0,0,2,0
60,1,1950000,5400,3,1,0,0,0,1
59,0,3890,10000,8,0,2,0,0,0
23,0,200000,5400,1,0,0,0,0,0
70,0,1276,4150,14,0,0,0,0,0
72,0,13360000,5400,7,0,1,0,0,0
41,1,4504,3200,8,0,0,0,2,0
57,0,6270000,5400,2,0,1,0,0,0
41,0,1033,3626,4,0,0,0,1,0
48,2,3740000,5400,4,0,0,0,2,0
56,0,38800000,0,12,0,1,0,0,0
59,1,3011,4200,9,0,1,0,1,0
43,0,1282,5416,5,0,0,0,1,0
29,1,1437,4166,3,0,0,0,0,0
49,1,4344,3060,12,0,1,0,2,0
53,0,7062,3247,22,0,1,1,2,1
50,1,4916,2869,6,0,1,0,1,0
79,0,7990,1900,2,0,1,0,0,0
57,0,7179,11220,9,0,2,0,0,0
41,0,4100000,5400,2,0,0,0,2,0
61,0,6619,4300,12,0,3,0,0,0
44,0,2508,6640,7,0,1,0,3,0
33,1,6658,5000,17,0,2,0,0,0
58,1,4610000,5400,2,0,0,0,5,0
57,0,35800000,5400,8,0,2,0,0,0
48,0,1992,3076,2,0,0,0,2,0
54,0,2795,10256,6,0,1,0,2,0
44,3,3440,45833,15,0,3,0,3,0
55,0,7092,4666,23,0,2,0,1,0
58,0,1450000,5400,4,0,0,0,0,0
51,0,1305,9259,8,0,1,0,2,0
34,0,34230000,5400,7,0,3,0,0,0
47,0,1612,5600,5,0,0,0,2,0
61,0,490000,5400,3,0,0,0,0,0
42,0,46910000,5400,9,0,1,0,0,0
64,0,17430000,5400,6,0,2,0,2,0
54,0,747,8106,6,0,0,0,0,0
54,0,9711,3500,9,0,1,0,2,0
62,0,103,2316,4,0,0,0,0,0
56,0,1702,8333,7,0,1,0,0,0
30,2,243,3736,7,0,0,0,1,0
28,1,2217,4933,2,2,0,0,3,0
50,1,14060000,5400,2,0,1,1,0,0
52,0,5752,9500,14,0,3,0,3,0
64,0,25300000,5400,11,0,3,0,1,0
68,0,5282,5212,17,0,0,0,1,0
70,0,5780,3454,10,0,0,0,0,0
30,0,2916,2536,9,0,0,0,0,0
60,1,262,21583,3,0,0,0,1,0
54,0,2276,5416,11,0,1,0,0,0
45,0,2829,6167,3,0,1,0,0,1
26,0,600000,5400,3,0,0,0,0,0
42,0,1480000,5400,1,0,0,0,0,0
56,1,9227,3250,10,0,2,0,0,0
28,7,2322,3000,14,1,0,0,2,0
35,0,1252,3200,8,0,0,0,1,0
29,0,1889,7394,11,0,0,0,1,0
44,0,3022,11500,11,0,2,0,2,0
56,0,4920,11833,5,0,1,0,0,0
47,0,397,25000,11,0,1,0,3,1
58,1,5033,10500,20,0,3,1,0,0
39,0,2811,5650,5,0,1,0,0,0
46,0,2778,7500,11,0,0,0,1,0
42,0,20470000,5400,13,0,0,0,0,0
50,0,4174,9064,8,0,2,0,3,0
54,0,24740000,5400,6,0,1,0,0,0
37,0,11185,2732,12,0,2,0,1,0
68,0,3047,3900,12,0,1,0,0,0
76,0,5930000,5400,6,0,0,0,0,0
32,0,5409,5060,4,0,1,0,2,0
49,0,2899,3000,6,0,0,0,0,0
45,1,1771,3900,4,1,0,0,4,0
40,0,28385000,1,8,0,3,0,2,0
40,0,1520,10000,11,0,0,0,0,0
60,0,8911,3600,9,0,2,0,1,0
86,0,820000,0,5,0,0,0,1,0
68,0,550000,5400,2,0,0,0,0,0
50,0,4946,4145,8,0,1,0,2,0
57,0,61000000,5400,11,0,3,0,1,0
44,0,613,5700,5,0,0,0,0,0
58,0,5778,7766,15,0,2,0,2,0
35,4,32950000,5400,10,0,1,0,2,1
49,0,26790000,5400,8,0,2,0,0,0
56,0,1583,1590,6,0,0,0,0,0
61,0,45050000,5400,13,0,4,0,3,0
50,0,3553,3207,4,0,1,0,5,0
47,7,46230000,5400,18,0,3,2,2,1
35,2,4237,4162,7,2,0,0,0,1
43,0,4841,4320,8,0,1,0,1,0
28,1,202,1927,1,0,0,0,0,1
39,0,18970000,5400,15,0,2,0,2,0
37,0,12375,5000,12,0,2,0,4,1
51,0,15790000,5400,4,0,2,0,0,0
49,0,2230,5500,7,0,0,0,1,0
56,0,4593,2990,4,0,1,0,0,0
73,0,243,2050,13,0,0,0,0,0
40,0,2584,5601,8,0,2,0,0,0
67,0,210,7237,3,0,0,0,0,0
48,0,13041,2047,13,0,1,0,3,0
70,0,380000,5400,4,0,0,0,0,0
60,0,4,6166,9,0,0,0,1,0
83,0,68,4248,8,0,0,0,0,0
58,0,1690,3015,5,0,0,0,0,0
44,1,433,45756,11,0,2,0,2,0
97,0,80000,5400,4,0,0,0,0,0
77,0,1361,2901,9,0,0,0,0,0
73,0,1618,3150,10,0,0,0,0,0
49,1,2094,11546,8,0,1,0,2,0
79,0,2639,4019,10,0,1,0,0,0
59,0,5624,11000,17,0,2,0,1,0
28,0,13775,820,4,0,0,0,0,0
69,0,1546,15082,7,0,1,0,1,0
75,0,3361,8703,6,0,2,0,0,0
25,0,3338,637,1,0,0,0,0,0
28,0,1961,3200,5,0,0,0,0,0
25,0,59,9000,20,0,0,0,0,0
29,1,2658,6250,8,0,1,0,0,0
65,0,2064,20500,10,0,2,0,0,0
84,0,20000,5400,3,0,0,0,0,0
27,2,1858,2200,3,0,0,0,1,0
59,0,8154,7195,22,0,2,0,3,0
64,0,22490000,5400,18,0,1,0,0,0
33,0,673,6500,4,0,0,0,2,0
51,0,18021,2481,5,0,3,0,0,0
26,0,250,3916,4,3,0,0,0,0
34,0,3029,4052,6,0,2,0,0,0
46,0,32010000,5400,25,0,1,0,0,0
46,1,8274,4241,13,0,2,0,1,0
88,0,16570000,5400,8,0,1,0,0,0
27,0,190000,5400,2,2,0,0,2,0
53,0,9358,2900,8,0,1,0,0,0
37,0,27280000,5400,6,0,2,0,0,0
26,0,3820000,5400,1,0,0,0,0,0
69,0,13950000,5400,3,0,1,0,0,0
37,0,2967,11116,6,0,2,0,0,0
60,0,361,6000,5,0,0,0,0,0
75,0,1363,6007,10,0,1,0,0,0
44,1,55810000,5400,17,0,1,0,3,0
38,1,85,4108,12,0,0,0,0,0
62,0,9095,7000,13,0,5,0,0,0
60,0,6299,7300,20,0,2,0,2,0
48,0,289,8000,6,0,0,0,1,0
67,0,2861,18600,15,0,3,0,0,0
48,1,20039,2300,8,0,3,1,0,0
58,0,9370000,5400,5,0,1,0,0,0
39,1,4126,4000,13,0,1,1,2,0
56,0,2557,5325,5,0,1,0,2,0
30,0,4546,1200,3,0,0,0,0,0
76,0,8598,5000,15,0,2,0,0,0
71,0,0,2500,3,0,0,0,0,0
48,0,2914,7500,14,0,1,0,4,0
47,0,6391,7800,14,0,2,0,1,0
32,1,2433,2300,9,0,0,0,0,0
62,0,1890,6086,8,0,0,0,0,0
89,0,41,2167,2,0,0,0,0,0
58,6,25920000,5400,10,0,2,2,0,0
54,0,4419,6400,8,0,3,0,0,0
58,0,2240,12416,20,0,2,0,0,0
64,0,828,6773,13,0,0,0,1,0
58,0,3302,16800,13,0,3,0,1,0
54,0,65320000,5400,7,0,2,0,0,0
47,0,6515,10250,13,0,2,0,3,0
35,0,3465,6358,8,0,1,0,5,0
29,0,1734,2000,5,0,0,0,0,0
64,0,3114,11000,9,0,1,0,1,0
72,1,4625,3750,11,0,1,0,0,0
41,0,468,11750,5,0,0,0,2,0
50,0,2514,12000,14,0,2,0,1,0
63,0,2350,5070,13,0,1,0,0,0
36,0,3817,4916,12,0,1,0,2,0
34,1,23740000,5400,12,0,2,0,0,0
60,0,417,6541,4,0,0,0,0,0
60,0,14710000,0,7,0,1,0,3,0
71,2,4275,5500,11,0,2,0,0,0
58,0,9950000,5400,14,0,0,0,0,0
85,0,159,1500,9,0,0,0,0,0
56,0,9780000,5400,7,0,1,0,0,0
64,0,1096,5416,12,1,0,0,0,0
35,0,4693,3600,3,0,1,0,0,0
70,0,490000,5400,3,0,0,0,0,0
54,0,161,4020,4,0,0,0,1,0
46,0,151,8333,9,0,0,0,2,0
60,1,28510000,5400,8,0,2,0,1,0
54,0,1980,6100,17,0,1,0,1,0
59,3,1413,11000,12,0,1,0,2,0
61,0,1150000,5400,6,0,0,0,0,0
61,1,2891,14000,13,0,2,0,1,0
37,0,3537,8965,7,0,2,0,1,0
55,0,3092,5250,12,0,1,0,0,0
70,0,4100,6081,15,0,1,0,0,0
51,0,1542,24500,9,0,0,0,0,0
32,0,289,9017,7,0,0,0,0,0
36,0,6966,2458,5,0,1,0,0,0
62,0,27960000,5400,21,0,1,0,0,0
85,0,650000,5400,3,0,0,0,0,0
37,0,2081,3900,6,0,0,0,0,0
54,1,6263,4500,11,0,1,1,0,1
62,0,4472,6700,7,0,1,0,0,0
51,0,4341,7900,9,0,2,0,0,0
31,0,10295,1959,7,0,1,0,0,0
35,0,6364,6667,13,0,2,0,0,0
62,2,10760000,5400,2,0,1,0,0,0
64,0,2134,9832,8,0,1,0,0,0
50,0,1403,28000,5,0,1,0,2,0
66,0,1930000,5400,2,0,1,0,1,0
64,0,6619,9667,18,0,1,0,3,0
47,0,3149,7844,5,0,1,0,3,0
37,1,5145,9017,7,0,2,0,1,0
52,0,93,3200,2,1,0,0,0,0
60,0,5707,5833,7,0,1,0,0,0
55,0,12966,2500,9,0,1,0,0,0
32,1,10056,1600,10,0,0,0,0,0
41,1,2059,4500,3,0,0,0,0,0
70,0,6031,5840,10,0,2,0,0,0
55,0,2282,11665,13,0,2,0,0,0
49,0,9038,1694,4,0,1,0,0,0
48,0,6521,6830,11,0,1,0,2,0
68,0,20919,2000,17,0,2,0,0,0
54,0,528,2780,11,0,0,0,0,0
62,0,11770000,5400,6,0,1,0,0,0
42,0,4021,6400,13,0,1,0,0,0
57,0,10440000,5400,2,0,1,0,2,1
60,0,3993,6126,13,0,3,0,0,0
65,0,63,2500,5,0,0,0,0,0
60,0,20095,417,2,0,1,0,0,0
63,0,109300000,5400,19,0,5,0,0,0
37,0,6374,3858,8,0,1,0,1,0
38,1,5711,3800,3,0,2,1,2,0
58,0,2185,7500,13,0,2,0,1,0
26,6,2937,2916,9,0,0,0,1,1
24,0,148,2417,4,0,0,0,0,0
43,0,2990,6534,5,0,1,0,0,0
66,0,22599,799,7,0,2,0,0,0
43,0,9611,3807,5,0,1,0,1,0
30,0,5014,5000,9,0,1,0,1,0
55,0,3672,14788,13,0,2,0,2,0
45,1,3868,7191,14,0,3,0,2,0
67,0,39950000,5400,4,0,1,0,1,0
72,1,1951,13750,20,0,2,0,0,0
62,2,37,5083,9,0,0,1,0,0
52,7,18550000,5400,20,1,1,1,3,0
45,0,6530,5732,13,0,1,0,1,0
54,0,1608,9100,10,0,0,0,2,0
76,0,54,3668,2,0,0,0,0,0
50,0,3298,14916,9,0,2,0,3,0
24,1,678,3240,7,0,0,0,0,0
55,0,1890,9570,5,0,1,0,0,0
29,0,556,2100,2,0,0,0,0,0
29,1,9177,1726,8,0,0,0,0,0
73,2,2790000,5400,6,0,0,0,0,1
58,0,1802,15500,7,0,2,0,0,0
65,1,2139,3000,9,0,0,0,0,0
45,0,2734,6800,6,0,0,0,2,0
59,0,3938,6750,5,0,1,0,0,0
48,1,42180000,5400,8,0,2,1,0,0
40,2,2253,3300,1,0,0,1,2,0
34,0,13264,1500,9,0,3,0,0,0
28,0,22653,734,8,0,2,0,0,0
56,1,0,1,8,0,0,1,0,0
66,2,4582,1614,9,0,0,0,0,0
38,0,33493,500,3,0,1,0,1,0
49,1,3125,13384,8,0,2,0,2,0
59,2,20970000,5400,3,0,1,0,0,0
42,0,2245,3833,5,0,0,0,2,0
55,0,18550000,5400,13,0,2,0,1,0
43,0,6676,4076,4,0,1,0,3,0
32,0,3569,7306,6,0,1,0,0,0
51,0,3627,5000,4,0,1,0,0,0
51,0,2908,3695,6,0,2,0,5,0
39,0,960,7777,11,0,0,0,3,0
72,0,2391,17832,15,0,2,0,0,0
78,0,687,2182,8,0,0,0,0,0
36,0,357,2430,8,0,0,0,0,0
54,0,2662,15416,13,0,2,0,1,0
45,0,2132,4453,6,0,0,0,1,0
58,0,2019,2500,8,0,0,0,2,0
31,0,5386,3333,18,0,0,0,0,0
70,1,3817,6200,14,0,1,0,1,1
46,0,3213,2700,4,0,1,0,0,0
48,0,4777,5150,10,0,1,0,1,0
63,0,5397,9820,16,0,4,0,0,0
66,0,360,3800,8,0,0,0,0,0
67,0,81,10500,16,0,0,0,0,0
72,1,974,9398,11,0,1,0,0,0
31,0,6921,1776,4,0,1,0,1,0
53,1,15500000,5400,11,0,2,1,0,0
50,0,3578,2989,4,0,0,0,0,0
29,1,1754,2660,2,0,0,0,0,0
49,0,3944,1700,5,0,0,0,0,0
37,1,0,5400,1,0,0,0,0,0
73,0,14530000,5400,2,0,1,0,0,0
45,1,2203,6166,11,1,0,2,0,1
51,0,2155,4500,5,0,1,0,0,0
44,0,238,671,1,0,0,0,0,0
45,0,4452,7054,16,0,2,0,3,0
50,0,2309,7500,6,0,2,0,3,0
55,0,2092,8650,7,0,1,0,1,0
51,0,535,12500,5,0,0,0,1,0
34,0,974,6083,9,0,0,0,0,0
53,0,5807,3300,16,0,2,1,1,0
61,0,58520000,5400,16,0,2,0,0,0
61,0,9060000,5400,5,0,1,0,0,0
53,0,3229,2900,7,0,1,0,0,0
48,0,4719,2300,13,0,2,0,2,0
30,0,3309,5916,6,0,2,0,0,0
50,1,777,3950,3,0,0,0,2,0
44,0,4127,7366,7,0,1,0,0,0
35,0,13012,2140,3,0,2,0,0,0
51,1,3076,3900,4,0,0,0,0,1
58,0,3074,8000,6,0,2,0,0,0
43,0,5272,2713,7,0,1,0,1,0
30,0,26660000,5400,6,0,2,0,0,0
49,0,900000,5400,8,0,0,0,0,0
51,0,3016,8811,14,0,1,0,1,0
60,0,6782,1920,6,0,1,0,1,0
49,0,1789,12000,11,0,2,0,3,0
47,0,3027,8583,11,0,2,0,1,0
68,0,3541,7100,14,0,1,0,0,0
34,0,37460000,5400,10,0,3,0,2,0
73,0,160000,1,6,0,0,0,0,0
54,0,6457,3000,12,0,3,1,1,0
49,0,100000,5400,0,0,0,0,0,0
64,0,1777,4500,3,0,1,0,0,0
67,0,6525,2500,7,0,3,0,0,0
46,0,2005,9857,5,0,1,0,0,0
43,0,5167,9332,17,0,2,0,3,0
71,0,7765,5075,14,0,2,0,0,0
46,0,8474,4600,12,0,2,0,0,1
45,0,751,5719,3,0,0,0,1,0
42,0,4692,4500,8,0,1,0,3,0
77,1,1971,2500,11,0,1,0,0,0
49,0,1649,5000,11,0,0,0,1,0
64,0,1395,8586,8,0,1,0,0,0
52,0,4443,3827,4,0,1,0,0,0
52,0,5161,4666,13,0,1,0,0,1
56,0,1458,3200,13,0,0,0,2,0
44,0,47440000,5400,11,0,2,0,0,0
79,0,320000,5400,2,0,0,0,0,0
61,0,16520000,5400,16,0,1,0,0,0
62,0,2229,2991,13,0,0,0,0,0
36,1,1264,5797,6,0,0,0,0,0
52,0,6752,2250,18,0,2,0,3,0
42,0,4637,4264,3,0,1,0,1,0
78,0,30000,5400,3,0,0,0,0,0
40,0,5760000,0,6,0,0,0,3,0
60,0,65,3041,3,0,0,0,0,0
33,0,2387,3333,7,1,0,2,2,0
46,6,6214,3800,11,1,1,3,3,1
92,0,3130000,5400,7,0,0,1,0,0
28,0,5503,2950,6,0,0,0,2,0
27,0,440000,5400,1,0,0,0,0,0
57,0,6576,7841,14,0,1,0,2,0
43,0,4092,3916,8,0,1,0,4,0
44,0,31920000,5400,8,0,1,0,0,0
51,0,833,6250,2,0,0,0,0,0
30,0,1857,6250,8,0,0,0,0,0
58,0,10107,1300,15,0,2,0,2,0
64,0,80660000,5400,10,0,1,0,0,0
25,0,8110000,0,3,0,0,0,1,0
53,0,10190,6200,22,0,4,0,2,0
63,0,3225,3000,12,0,1,0,0,0
49,0,9417,1700,10,0,1,0,0,0
44,0,4798,9871,10,0,3,0,2,0
65,0,23220000,5400,13,0,2,0,0,0
31,0,17700000,5400,14,0,2,0,0,0
42,0,0,5400,2,0,0,0,0,0
57,0,3115,18000,8,0,3,0,3,0
87,0,0,5400,7,0,0,0,0,0
58,0,3257,8000,11,0,2,0,4,0
50,1,3160000,1,23,0,1,0,2,0
50,0,2506,7400,6,0,1,0,0,0
45,0,1178,3672,4,0,1,0,2,0
75,0,190000,5400,8,0,0,0,0,0
65,2,1736,6000,12,0,1,0,0,0
84,0,2663,4583,5,0,2,0,0,0
25,1,4240,2673,4,1,0,1,0,1
75,1,4582,4833,11,0,1,0,1,0
52,0,2996,10333,11,0,2,0,0,0
53,0,469,4000,5,1,0,0,0,0
64,0,2286,6783,8,0,1,0,1,0
33,0,2815,13000,11,0,1,1,2,0
42,1,7162,1800,6,7,0,0,0,1
39,0,3390,14333,14,0,2,0,3,0
35,0,171782,100,8,0,0,0,0,0
44,0,3193,2000,6,0,0,0,1,0
50,0,4789,8616,23,0,2,0,0,0
41,0,18450000,5400,3,0,0,0,0,0
47,0,3104,10104,8,0,2,0,0,0
49,0,125748,500,17,0,2,0,3,0
52,0,1778,8801,14,0,0,0,1,0
77,0,910,2667,12,0,0,0,0,0
58,0,3143,4500,8,0,2,0,0,0
46,0,5482,5644,15,0,2,0,2,0
48,3,9830000,5400,9,1,0,0,3,1
61,0,6163,5115,16,0,3,0,0,0
53,0,76050000,5400,11,0,2,0,0,0
59,0,38,9906,11,0,0,0,0,0
45,0,927,8400,6,0,1,0,3,0
29,1,6260000,5400,6,0,0,0,0,1
79,1,3302,1713,9,0,2,0,0,0
30,2,1682,3500,4,0,0,0,0,0
55,0,22400000,5400,12,0,2,0,0,0
47,0,8608,4583,13,0,2,0,0,0
44,0,2921,6650,14,0,2,0,0,0
58,0,34010000,5400,7,0,2,0,0,0
82,0,2222,9400,7,0,1,0,0,0
68,0,7292,5300,12,0,2,0,0,0
68,0,4499,10450,13,0,2,0,0,0
33,0,9320,1928,5,0,2,0,0,0
62,0,4243,7100,8,0,4,0,1,0
44,1,3183,5666,6,0,1,0,0,0
55,0,35340000,5400,6,0,2,0,0,0
53,0,4456,6666,24,0,3,0,0,0
29,98,360000,5400,0,98,0,98,0,1
58,0,2315,5286,4,0,1,0,2,0
29,0,8510,2000,4,0,1,0,0,0
34,2,12221,1201,4,0,0,0,0,0
63,0,5231,14230,10,0,2,0,1,0
63,0,840000,5400,6,0,0,0,0,0
48,0,5347,7000,2,0,1,0,0,0
58,0,1893,4600,23,0,2,0,0,0
46,0,5394,13370,11,0,3,0,0,0
28,0,38860000,5400,10,0,2,0,1,0
62,0,1549,3000,6,0,0,0,0,0
46,3,463,7333,5,2,0,0,2,0
49,0,2793,11166,7,0,2,0,0,0
37,0,2191,6920,7,0,2,0,2,0
50,0,2044,8330,4,0,2,0,0,0
35,0,459,12000,9,0,0,0,1,0
65,0,4803,10000,8,0,1,0,2,0
64,0,27690000,5400,7,0,2,0,3,0
63,0,52,4750,6,0,0,0,0,0
51,0,2083,9083,9,0,2,0,0,0
69,0,3469,2610,8,0,0,0,0,0
53,0,6193,6700,10,0,1,0,2,0
75,1,4702,12500,11,0,1,0,2,0
88,0,30000,5400,6,0,0,0,0,0
82,0,182,3735,5,0,0,0,0,0
44,0,7279,16406,14,0,8,0,1,1
65,0,15260000,5400,4,0,2,0,0,0
33,0,1952,8000,8,0,0,0,0,0
55,0,544,7600,3,0,0,0,3,0
44,0,16770000,5400,2,0,1,0,0,0
61,0,14330000,5400,5,0,1,0,0,0
31,0,1731,5850,14,0,0,0,1,0
39,0,0,5400,2,0,0,0,0,0
59,0,150000,5400,6,0,0,0,0,0
47,0,9688,3754,12,0,1,0,0,0
86,0,10000,5400,2,0,0,0,0,0
56,0,5473,2500,6,0,1,0,0,0
56,0,3082,7750,5,0,2,0,3,0
54,0,633,10133,11,0,0,0,1,0
75,0,83,3000,6,0,0,0,0,0
59,3,2930,7499,4,0,1,0,0,1
50,0,3086,5245,7,0,1,0,0,0
58,3,32650000,5400,20,0,0,1,0,1
37,0,5471,2300,7,0,1,0,0,0
55,0,32,12166,3,0,0,0,0,0
67,0,1470000,5400,5,0,0,0,0,0
64,0,3948,7000,5,0,2,0,0,1
62,0,947,14606,10,0,1,0,0,0
58,0,17690000,5400,8,0,0,0,0,0
49,0,1838,14187,11,0,1,0,2,0
63,0,1003,15000,15,0,1,0,0,0
63,0,2896,5916,8,0,1,0,1,0
48,0,13760000,1,17,0,3,0,2,0
60,0,3429,6419,7,0,1,0,1,0
41,0,3766,2500,5,0,1,0,2,0
74,2,17840000,5400,5,0,1,0,0,0
47,0,36090000,5400,16,0,3,0,0,0
58,0,4069,5800,11,0,2,0,0,0
61,0,2020,7674,17,1,1,0,0,0
51,0,4427,2382,9,0,1,0,0,0
77,0,3020000,5400,7,0,0,0,0,0
38,0,4576,4800,9,0,1,0,2,0
48,0,2903,1418,3,1,0,0,0,0
70,0,5960000,5400,7,0,0,0,0,0
45,0,4599,5600,9,0,1,0,1,0
64,0,2845,5840,15,0,0,0,3,0
30,0,15100000,5400,4,0,2,0,0,0
66,0,23670000,5400,7,0,2,0,0,0
36,2,3526,6000,11,1,1,0,0,0
47,1,3157,12000,14,0,2,0,1,0
48,0,1734,7500,3,0,1,0,0,0
29,0,1070000,5400,1,0,0,0,0,0
44,0,3722,6833,9,0,1,0,0,0
89,0,14580000,5400,9,0,1,0,0,0
42,0,11710,3899,25,0,1,0,0,0
41,0,1745,4100,7,0,1,0,1,0
59,0,21760000,5400,5,0,2,0,4,0
37,0,8144,2996,8,0,1,0,1,1
73,0,1940,22500,9,0,2,0,0,0
36,0,3008,14400,14,0,2,0,2,0
68,0,62600000,5400,13,0,4,0,0,0
68,0,985,3235,2,0,0,0,0,0
40,1,3900000,5400,1,0,0,0,0,1
52,0,4721,3591,19,0,0,0,1,0
65,0,960000,5400,1,0,0,0,1,0
56,2,2137,9100,17,1,0,1,0,1
50,1,2088,12365,15,0,2,0,0,0
39,0,68,3500,2,0,0,0,3,0
60,0,225,9755,6,0,0,0,1,0
50,0,3860,7583,16,0,1,0,0,0
59,0,20410000,5400,14,0,1,0,4,0
36,0,211,3600,2,0,0,0,1,0
51,0,5787,2838,9,0,1,0,0,0
26,0,2500000,1,8,0,0,0,0,0
31,0,7417,3500,13,0,1,0,1,0
33,0,3000,11250,4,0,1,0,0,0
60,0,6398,6300,13,0,1,0,0,0
29,1,1057,2600,3,0,0,1,1,0
48,0,3761,9833,14,0,2,0,0,0
43,0,3971,5904,8,0,1,0,4,0
58,0,6013,7815,13,0,1,0,1,0
75,0,7324,2825,9,0,2,0,0,0
57,0,7975,5935,15,0,2,0,0,1
55,1,6388,13725,35,0,2,1,0,0
58,0,2557,7234,6,0,2,0,0,0
67,0,977,4939,7,0,0,0,0,0
57,0,2465,5900,5,0,0,0,4,0
33,3,125,11666,3,1,0,0,4,0
39,0,1205,5000,4,0,1,0,0,0
54,0,1985,9166,40,0,0,1,0,0
35,0,7280000,5400,3,0,0,0,1,0
55,0,4105,6850,7,0,2,0,1,0
31,0,8946,4206,9,0,3,0,0,0
47,0,17950000,5400,7,0,1,0,0,0
63,0,18040000,5400,9,0,1,0,0,0
27,0,154,2400,1,0,0,0,0,0
37,0,7336,5563,6,0,1,0,2,0
61,0,3158,4372,9,0,2,0,0,0
41,0,4638,4580,8,0,1,0,0,0
57,0,41810000,5400,4,0,2,0,0,0
56,0,1498,14483,4,0,1,0,2,0
30,1,1447,600,5,0,0,0,0,0
85,0,0,3450,1,0,0,0,0,0
56,0,7890,8391,8,0,3,0,2,1
64,0,2136,12886,11,0,2,0,1,0
24,0,2120000,5400,2,0,0,0,0,0
32,1,2507,3884,13,0,0,0,1,1
94,1,2250000,5400,3,2,0,0,0,0
41,0,4027,4583,3,0,1,0,2,0
52,0,2303,7200,8,0,0,0,1,0
24,0,1265,1800,4,0,0,0,0,0
56,0,350000,5400,0,0,0,0,0,0
54,0,2389,8585,7,0,2,0,1,0
34,0,2887,5690,6,0,0,0,0,0
43,1,2702,5850,9,0,1,0,0,0
76,0,6873,3287,10,0,1,0,0,0
50,0,4876,8750,18,0,2,0,0,0
66,0,4021,1690,3,0,0,0,0,0
85,2,22059,1344,14,0,1,0,0,0
62,0,4221,2574,11,0,1,0,0,0
43,0,13060000,5400,6,4,0,0,0,1
59,0,12239,1566,16,0,1,0,0,0
43,0,711,13200,3,0,1,0,3,0
44,0,1449,14400,6,0,2,0,3,0
42,0,4658,8600,4,0,2,0,0,0
67,1,5030,8744,12,0,5,0,0,0
39,0,2907,16000,16,0,1,0,4,0
68,0,1037,7400,17,0,0,0,0,0
30,0,9,7466,1,0,0,0,0,0
63,0,60521,900,7,0,2,1,0,0
61,0,2354,5100,6,0,0,0,0,0
50,0,3300,20833,8,0,2,0,2,0
42,0,1425,5500,5,0,0,0,0,0
63,0,19810000,5400,5,0,2,0,1,0
50,0,37660000,5400,11,0,2,0,0,0
80,0,3278,1100,5,0,0,0,0,0
52,0,32900000,5400,11,0,2,0,2,0
45,0,5894,5250,4,0,2,0,0,0
58,0,2269,6700,9,0,1,0,1,0
41,3,3928,10000,10,0,1,2,3,1
70,0,1192,2700,11,0,0,0,0,0
39,2,4125,3000,11,0,0,0,2,0
62,0,3537,11409,13,0,1,0,1,0
51,0,653,5936,4,0,0,0,0,0
78,0,416,14866,11,0,1,0,0,0
75,2,920,7983,10,0,0,0,1,1
48,0,1531,3493,8,0,0,0,1,0
42,0,4113,5700,7,0,1,0,2,0
80,0,103,3000,7,0,0,0,0,0
64,0,15710000,5400,12,0,1,0,0,0
60,0,38330000,5400,5,0,2,0,1,0
56,0,4615,10800,12,0,1,0,1,0
54,1,10890000,5400,5,0,1,0,0,0
67,0,68240000,5400,13,0,5,0,0,0
39,1,5480000,5400,5,0,0,0,0,1
